Date,Open,High,Low,Close,Adj Close,Volume
2013-06-20,14.975000,15.213571,14.827500,14.887143,13.021251,357310800
2013-06-21,14.946071,15.000000,14.575000,14.767857,12.916921,481118400
2013-06-24,14.550000,14.595000,14.216071,14.376429,12.574548,480746000
2013-06-25,14.489286,14.563929,14.243929,14.379643,12.577364,314162800
2013-06-26,14.425000,14.456786,14.130714,14.216786,12.434918,367724000
2013-06-27,14.258929,14.335357,14.055000,14.063571,12.300906,337246000
2013-06-28,13.977143,14.295357,13.888214,14.161786,12.386810,578516400
2013-07-01,14.381786,14.723929,14.329286,14.615000,12.783221,391053600
2013-07-02,14.641429,15.058214,14.623929,14.946071,13.072798,469865200
2013-07-03,15.030714,15.106429,14.908929,15.028571,13.144958,240928800
2013-07-05,15.013929,15.117500,14.833929,14.907857,13.039374,274024800
2013-07-08,15.003929,15.035714,14.666071,14.823214,12.965340,298138400
2013-07-09,14.771429,15.125000,14.656429,15.083929,13.193377,352584400
2013-07-10,14.985714,15.171429,14.937500,15.026071,13.142771,281405600
2013-07-11,15.105357,15.294643,15.041786,15.260357,13.347693,326292400
2013-07-12,15.273214,15.349643,15.121786,15.232500,13.323327,279563200
2013-07-15,15.178929,15.409286,15.171429,15.265714,13.352381,241917200
2013-07-16,15.232857,15.382500,15.148929,15.364286,13.438595,216538000
2013-07-17,15.346429,15.436429,15.293571,15.368214,13.442030,198990400
2013-07-18,15.477857,15.531071,15.378929,15.420000,13.487329,218878800
2013-07-19,15.467857,15.499286,15.155357,15.176786,13.274595,268721600
2013-07-22,15.337857,15.348214,15.195357,15.225357,13.317080,207796400
2013-07-23,15.214286,15.248571,14.953929,14.963929,13.088419,369395600
2013-07-24,15.676071,15.878214,15.545000,15.732500,13.760659,591936800
2013-07-25,15.739286,15.764286,15.564643,15.660714,13.697873,229493600
2013-07-26,15.546429,15.751429,15.512143,15.749643,13.775655,200152400
2013-07-29,15.742857,16.071072,15.721429,15.992500,13.988071,248057600
2013-07-30,16.070000,16.326786,16.043928,16.190001,14.160820,309422400
2013-07-31,16.249643,16.333570,16.051071,16.161785,14.136141,322957600
2013-08-01,16.276787,16.314285,16.187857,16.309999,14.265778,206250800
2013-08-02,16.357500,16.530357,16.309286,16.519285,14.448835,274783600
2013-08-05,16.596071,16.809643,16.505358,16.766071,14.664686,318855600
2013-08-06,16.715000,16.853214,16.506071,16.616072,14.533486,334857600
2013-08-07,16.564285,16.678572,16.491785,16.606428,14.525050,298858000
2013-08-08,16.566429,16.575001,16.355356,16.464643,14.496128,255777200
2013-08-09,16.379999,16.445000,16.201786,16.230356,14.289846,266865200
2013-08-12,16.316429,16.737499,16.308214,16.691429,14.695798,364434000
2013-08-13,16.819286,17.666430,16.716070,17.484644,15.394178,881941200
2013-08-14,17.781429,18.008928,17.621429,17.803572,15.674972,756372400
2013-08-15,17.729286,17.942858,17.467142,17.782499,15.656412,490294000
2013-08-16,17.862499,17.962143,17.816429,17.940357,15.795404,362306000
2013-08-19,18.012142,18.347857,18.000000,18.133572,15.965514,510518400
2013-08-20,18.203930,18.234644,17.886429,17.895357,15.755785,358688400
2013-08-21,17.985357,18.112499,17.900000,17.941429,15.796350,335879600
2013-08-22,18.035000,18.056786,17.792856,17.962856,15.815207,244207600
2013-08-23,17.973928,17.976786,17.833929,17.893572,15.754216,222731600
2013-08-26,17.883928,18.221430,17.875000,17.963215,15.815526,330965600
2013-08-27,17.785713,17.946787,17.367857,17.449642,15.363359,424188800
2013-08-28,17.357143,17.707144,17.357143,17.532143,15.435991,307608000
2013-08-29,17.558929,17.732143,17.540358,17.560715,15.461148,239657600
2013-08-30,17.571428,17.605356,17.375000,17.400715,15.320275,272297200
2013-09-03,17.610714,17.878571,17.405357,17.449286,15.363047,331928800
2013-09-04,17.841429,17.937143,17.724285,17.810356,15.680939,345032800
2013-09-05,17.866072,17.881430,17.629999,17.688213,15.573403,236367600
2013-09-06,17.801430,17.834999,17.498215,17.793571,15.666163,359525600
2013-09-09,18.035713,18.139999,17.981428,18.077499,15.916148,340687200
2013-09-10,18.078571,18.123215,17.482143,17.665714,15.553596,743195600
2013-09-11,16.678928,16.917500,16.600357,16.703930,14.706804,898696400
2013-09-12,16.732143,16.978571,16.643213,16.881786,14.863396,404051200
2013-09-13,16.762142,16.851070,16.596430,16.603571,14.618443,298835600
2013-09-16,16.464287,16.486071,15.972143,16.075714,14.153696,543706800
2013-09-17,15.998571,16.418215,15.982143,16.261429,14.317207,399380800
2013-09-18,16.542143,16.655357,16.452143,16.595715,14.611522,456862000
2013-09-19,16.810715,16.993929,16.758928,16.867857,14.851132,404541200
2013-09-20,17.071428,17.091070,16.642857,16.693214,14.697369,699302800
2013-09-23,17.717857,17.746786,17.235714,17.522858,15.427819,762106800
2013-09-24,17.674286,17.695356,17.422144,17.467857,15.379397,364344400
2013-09-25,17.471430,17.487143,17.193930,17.197500,15.141362,316957200
2013-09-26,17.357143,17.448570,17.282143,17.365000,15.288835,237221600
2013-09-27,17.277857,17.309643,17.168571,17.241072,15.179721,228040400
2013-09-30,17.044643,17.202143,16.943214,17.026787,14.991057,260156400
2013-10-01,17.087500,17.469286,17.084999,17.427143,15.343550,353883600
2013-10-02,17.343929,17.564285,17.276787,17.484285,15.393861,289184000
2013-10-03,17.518213,17.583929,17.169287,17.264643,15.200473,322753200
2013-10-04,17.280714,17.307142,17.092857,17.251072,15.188533,258868400
2013-10-07,17.377144,17.594643,17.333929,17.419643,15.336944,312292400
2013-10-08,17.497856,17.522858,17.162144,17.176430,15.122814,290917200
2013-10-09,17.308571,17.421070,17.081429,17.378214,15.300469,301725200
2013-10-10,17.547144,17.584999,17.394285,17.487143,15.396371,278602800
2013-10-11,17.392500,17.637142,17.327143,17.600357,15.496055,267738800
2013-10-14,17.493929,17.770714,17.476786,17.715714,15.597618,261898000
2013-10-15,17.768213,17.928572,17.697144,17.809999,15.680633,320073600
2013-10-16,17.885357,17.947500,17.829643,17.896786,15.757040,251101200
2013-10-17,17.856428,18.027857,17.845715,18.017857,15.863636,253593200
2013-10-18,18.071072,18.187857,18.061071,18.174643,16.001675,290542000
2013-10-21,18.277500,18.725000,18.268572,18.620001,16.393782,398106800
2013-10-22,18.800358,18.873215,18.143929,18.566786,16.346931,534063600
2013-10-23,18.535713,18.773930,18.535713,18.748571,16.506985,313723200
2013-10-24,18.750000,19.016787,18.658930,18.996786,16.725519,384764800
2013-10-25,18.975714,19.043928,18.753929,18.784286,16.538429,337792000
2013-10-28,18.894285,18.964287,18.686071,18.924286,16.661694,550440800
2013-10-29,19.152500,19.258928,18.376429,18.452856,16.246628,635807200
2013-10-30,18.557501,18.840000,18.465000,18.746429,16.505102,354163600
2013-10-31,18.750000,18.838928,18.616785,18.667856,16.435919,275696400
2013-11-01,18.715000,18.742857,18.422857,18.572500,16.351969,274890000
2013-11-04,18.610714,18.815001,18.528929,18.812500,16.563269,244627600
2013-11-05,18.735001,18.888929,18.678572,18.766071,16.522394,265213200
2013-11-06,18.719643,18.745001,18.507143,18.604286,16.475586,223375600
2013-11-07,18.556429,18.685356,18.299286,18.303213,16.208963,262620400
2013-11-08,18.377857,18.611786,18.306786,18.591429,16.464197,279316800
2013-11-11,18.571072,18.631071,18.371786,18.537500,16.416445,227452400
2013-11-12,18.488214,18.711430,18.464287,18.571787,16.446802,204276800
2013-11-13,18.500000,18.651787,18.462856,18.593929,16.466413,197220800
2013-11-14,18.671785,18.902857,18.638214,18.862858,16.704573,282419200
2013-11-15,18.806429,18.896070,18.731787,18.749643,16.604307,317920400
2013-11-18,18.749643,18.828215,18.507143,18.522499,16.403154,244944000
2013-11-19,18.536785,18.692142,18.498928,18.555357,16.432257,208938800
2013-11-20,18.543928,18.586430,18.368929,18.392857,16.288351,193916800
2013-11-21,18.485714,18.614643,18.345358,18.612143,16.482546,262026800
2013-11-22,18.554285,18.648571,18.518929,18.564285,16.440166,223725600
2013-11-25,18.607857,18.781071,18.607143,18.705000,16.564775,229311600
2013-11-26,18.718571,19.147858,18.714287,19.049999,16.870300,401382800
2013-11-27,19.153929,19.500000,19.049999,19.498571,17.267548,363448400
2013-11-29,19.624287,19.940357,19.564644,19.859644,17.587305,318127600
2013-12-02,19.928572,20.154642,19.672144,19.686787,17.434227,472544800
2013-12-03,19.939285,20.227858,19.917143,20.225714,17.911486,450968000
2013-12-04,20.196428,20.328215,20.029285,20.178572,17.869741,377809600
2013-12-05,20.451786,20.540714,20.228930,20.282143,17.961460,447580000
2013-12-06,20.206785,20.241072,19.984644,20.000713,17.712233,344352400
2013-12-09,20.032143,20.342142,20.032143,20.229643,17.914972,320493600
2013-12-10,20.127857,20.281429,20.042856,20.198214,17.887135,278269600
2013-12-11,20.250000,20.391787,19.988930,20.048571,17.754616,359718800
2013-12-12,20.076429,20.190714,20.001072,20.019285,17.728687,262290000
2013-12-13,20.101786,20.102858,19.773930,19.801071,17.535437,332822000
2013-12-16,19.822144,20.094286,19.821787,19.910713,17.632532,282592800
2013-12-17,19.850357,19.980000,19.763571,19.821072,17.553146,229902400
2013-12-18,19.632143,19.694643,19.242857,19.670357,17.419676,565863200
2013-12-19,19.625000,19.642857,19.418928,19.445000,17.220108,320308800
2013-12-20,19.479643,19.700357,19.457857,19.607857,17.364334,436413600
2013-12-23,20.285713,20.382856,20.098572,20.360357,18.030725,501306400
2013-12-24,20.353214,20.424286,20.215357,20.273930,17.954185,167554800
2013-12-26,20.289286,20.339287,20.120714,20.139286,17.834951,204008000
2013-12-27,20.136429,20.157499,19.982143,20.003214,17.714453,225884400
2013-12-30,19.909286,20.003214,19.725714,19.804285,17.538280,253629600
2013-12-31,19.791786,20.045713,19.785713,20.036428,17.743864,223084400
2014-01-02,19.845715,19.893929,19.715000,19.754642,17.494316,234684800
2014-01-03,19.745001,19.775000,19.301071,19.320715,17.110041,392467600
2014-01-06,19.194643,19.528570,19.057142,19.426071,17.203346,412610800
2014-01-07,19.440001,19.498571,19.211430,19.287144,17.080309,317209200
2014-01-08,19.243214,19.484285,19.238930,19.409286,17.188484,258529600
2014-01-09,19.528570,19.530714,19.119642,19.161428,16.968977,279148800
2014-01-10,19.279642,19.314285,18.968214,19.033571,16.855747,304976000
2014-01-13,18.925358,19.375000,18.924286,19.133215,16.943996,378492800
2014-01-14,19.222143,19.526072,19.202143,19.513929,17.281157,332561600
2014-01-15,19.768572,20.007143,19.702143,19.905714,17.628103,391638800
2014-01-16,19.817858,19.887501,19.702856,19.794643,17.529736,229278000
2014-01-17,19.695715,19.716785,19.282143,19.309643,17.100237,426739600
2014-01-21,19.321072,19.645357,19.300714,19.609644,17.365913,328526800
2014-01-22,19.675358,19.903214,19.564644,19.696787,17.443081,379985200
2014-01-23,19.640715,19.875000,19.457500,19.863571,17.590782,403239200
2014-01-24,19.785713,19.843571,19.455357,19.502501,17.271030,429354800
2014-01-27,19.645357,19.814285,19.491072,19.660713,17.411137,554878800
2014-01-28,18.170000,18.392857,17.931070,18.089287,16.019520,1065523200
2014-01-29,17.998215,18.120358,17.807858,17.883928,15.837654,502810000
2014-01-30,17.947857,18.089287,17.739286,17.849285,15.806971,678501600
2014-01-31,17.684999,17.911785,17.626785,17.878571,15.832907,464797200
2014-02-03,17.950357,18.133215,17.832144,17.911785,15.862320,401464000
2014-02-04,18.066071,18.195000,17.955713,18.171070,16.091940,376681200
2014-02-05,18.091429,18.402857,18.080357,18.306786,16.212132,328344800
2014-02-06,18.216429,18.339287,18.136070,18.303928,16.306623,257765200
2014-02-07,18.620714,18.676071,18.477858,18.559999,16.534746,370280400
2014-02-10,18.523571,18.999643,18.500000,18.892500,16.830971,345559200
2014-02-11,18.950357,19.205357,18.910713,19.141430,17.052734,282256800
2014-02-12,19.176786,19.270000,19.044287,19.139999,17.051456,308100800
2014-02-13,19.094999,19.458929,19.078571,19.443930,17.322227,307398000
2014-02-14,19.373928,19.499287,19.328930,19.428213,17.308226,272924400
2014-02-18,19.500000,19.685356,19.486071,19.499643,17.371859,260251600
2014-02-19,19.455357,19.531786,19.083929,19.191786,17.097591,313768000
2014-02-20,19.035357,19.178572,18.892857,18.969643,16.899693,305858000
2014-02-21,19.028214,19.091785,18.735714,18.758928,16.711969,278784800
2014-02-24,18.683929,18.925714,18.657858,18.841070,16.785152,288909600
2014-02-25,18.906429,18.913214,18.607143,18.645000,16.610476,231952000
2014-02-26,18.700357,18.750000,18.414286,18.476786,16.460619,276217200
2014-02-27,18.469286,18.885000,18.430357,18.845358,16.788971,301882000
2014-02-28,18.895714,19.026787,18.647142,18.794287,16.743473,371968800
2014-03-03,18.693571,18.951786,18.671785,18.848572,16.791843,238781200
2014-03-04,18.964287,19.022858,18.848928,18.972857,16.902559,259140000
2014-03-05,18.961430,19.098213,18.897499,19.012857,16.938190,200062800
2014-03-06,19.028214,19.087143,18.860714,18.955357,16.886965,185488800
2014-03-07,18.967501,18.999287,18.787500,18.944286,16.877102,220729600
2014-03-10,18.870001,19.047501,18.869286,18.961430,16.892382,178584000
2014-03-11,19.123215,19.240713,19.021070,19.146070,17.056870,279224400
2014-03-12,19.089643,19.191071,19.000000,19.164642,17.073416,199326400
2014-03-13,19.194286,19.273571,18.898571,18.951786,16.883789,257742800
2014-03-14,18.885357,18.960358,18.678572,18.738930,16.694159,237199200
2014-03-17,18.846430,18.927500,18.780357,18.812143,16.759384,199544800
2014-03-18,18.782143,18.998928,18.757143,18.978571,16.907654,209647200
2014-03-19,19.009287,19.151428,18.892857,18.973572,16.903194,224756000
2014-03-20,18.924643,19.023930,18.833929,18.882143,16.821743,208398400
2014-03-21,18.997499,19.062500,18.797501,19.031071,16.954422,374046400
2014-03-24,19.229286,19.303572,19.109285,19.256786,17.155504,355700800
2014-03-25,19.339287,19.491072,19.271070,19.463928,17.340042,282293200
2014-03-26,19.518572,19.607143,19.245001,19.277857,17.174276,299768000
2014-03-27,19.286428,19.339287,19.111429,19.195000,17.100456,222031600
2014-03-28,19.225714,19.247856,19.080357,19.173571,17.081375,200564000
2014-03-31,19.258215,19.314644,19.140356,19.169287,17.077555,168669200
2014-04-01,19.205713,19.352501,19.170357,19.344643,17.233772,200760000
2014-04-02,19.370714,19.410000,19.295000,19.376785,17.262411,180420800
2014-04-03,19.335358,19.375000,19.201429,19.242500,17.142775,162344000
2014-04-04,19.278929,19.285713,18.949286,18.993570,16.921011,275251200
2014-04-07,18.857857,18.960714,18.638929,18.695356,16.655338,289850400
2014-04-08,18.756786,18.790001,18.525000,18.694286,16.654387,243888400
2014-04-09,18.665714,18.946072,18.643572,18.940001,16.873293,206169600
2014-04-10,18.952856,19.008572,18.684643,18.695715,16.655661,239652000
2014-04-11,18.535713,18.672501,18.469286,18.557501,16.532524,271717600
2014-04-14,18.639286,18.648571,18.471786,18.631430,16.598385,205674000
2014-04-15,18.581072,18.629999,18.261786,18.498571,16.480026,266490000
2014-04-16,18.501785,18.610357,18.362143,18.536072,16.513432,214765600
2014-04-17,18.571428,18.848572,18.542856,18.747856,16.702112,284334400
2014-04-21,18.762142,19.004999,18.712856,18.970358,16.900331,182548800
2014-04-22,18.868214,18.993929,18.803572,18.989286,16.917192,202563200
2014-04-23,18.895000,18.968929,18.730356,18.741072,16.696062,394940000
2014-04-24,20.293215,20.357143,20.026072,20.277500,18.064842,759911600
2014-04-25,20.161785,20.428213,20.141430,20.426430,18.197519,390275200
2014-04-28,20.457144,21.276787,20.448214,21.217501,18.902269,669485600
2014-04-29,21.205000,21.285000,21.053928,21.154642,18.846270,337377600
2014-04-30,21.165714,21.408215,21.064285,21.074642,18.775000,456640800
2014-05-01,21.142857,21.242857,20.941429,21.124287,18.819227,244048000
2014-05-02,21.155001,21.221430,21.061071,21.163570,18.854225,191514400
2014-05-05,21.076429,21.464287,21.071428,21.462856,19.120853,287067200
2014-05-06,21.492857,21.586071,21.228930,21.228930,18.912449,374564400
2014-05-07,21.258928,21.331785,20.990356,21.154642,18.846270,282864400
2014-05-08,21.008928,21.228930,20.942858,20.999643,18.812675,230297200
2014-05-09,20.876429,20.937500,20.726070,20.912144,18.734289,291597600
2014-05-12,20.981787,21.202143,20.978571,21.172501,18.967529,213208800
2014-05-13,21.142857,21.233570,21.096430,21.205713,18.997286,159737200
2014-05-14,21.158215,21.335714,21.133572,21.209642,19.000805,166404000
2014-05-15,21.239286,21.307142,21.001429,21.029285,18.839233,230846000
2014-05-16,21.022499,21.340357,20.907143,21.339643,19.117268,276256400
2014-05-19,21.351786,21.690357,21.333214,21.592501,19.343794,317755200
2014-05-20,21.589643,21.657143,21.454643,21.596786,19.347633,234836000
2014-05-21,21.565357,21.667856,21.502144,21.653929,19.398819,196859600
2014-05-22,21.664286,21.780357,21.575001,21.688213,19.429537,200760000
2014-05-23,21.687500,21.954643,21.659643,21.933214,19.649025,232209600
2014-05-27,21.995714,22.352142,21.986786,22.343929,20.016970,348866000
2014-05-28,22.357857,22.493929,22.277857,22.286072,19.965128,315481600
2014-05-29,22.423214,22.745358,22.420357,22.692142,20.328917,376474000
2014-05-30,22.785000,23.006071,22.460714,22.607143,20.252764,564020800
2014-06-02,22.641430,22.672501,22.232143,22.451786,20.113592,369350800
2014-06-03,22.445000,22.812143,22.437500,22.769285,20.398016,292709200
2014-06-04,22.765715,23.138929,22.718214,23.029285,20.630945,335482000
2014-06-05,23.078571,23.191786,22.950357,23.119642,20.711889,303805600
2014-06-06,23.210714,23.259287,23.016787,23.056070,20.654943,349938400
2014-06-09,23.174999,23.469999,22.937500,23.424999,20.985449,301660000
2014-06-10,23.682501,23.762501,23.392500,23.562500,21.108624,251108000
2014-06-11,23.532499,23.690001,23.367500,23.465000,21.021276,182724000
2014-06-12,23.510000,23.530001,22.975000,23.072500,20.669662,218996000
2014-06-13,23.049999,23.110001,22.719999,22.820000,20.443457,218100000
2014-06-16,22.877501,23.187500,22.862499,23.049999,20.649498,142244000
2014-06-17,23.077499,23.174999,22.950001,23.020000,20.622625,118904000
2014-06-18,23.067499,23.072500,22.837500,23.045000,20.645020,134056000
2014-06-19,23.072500,23.075001,22.834999,22.965000,20.573353,142112000
2014-06-20,22.962500,23.137501,22.725000,22.727501,20.360588,403592000
2014-06-23,22.830000,22.905001,22.650000,22.707500,20.342674,174776000
2014-06-24,22.687500,22.934999,22.547501,22.570000,20.219496,156144000
2014-06-25,22.552500,22.674999,22.412500,22.590000,20.237404,147476000
2014-06-26,22.592501,22.762501,22.450001,22.725000,20.358345,130516000
2014-06-27,22.705000,23.000000,22.692499,22.995001,20.600233,256116000
2014-06-30,23.025000,23.432501,23.022499,23.232500,20.812992,197929200
2014-07-01,23.379999,23.517500,23.282499,23.379999,20.945137,152892000
2014-07-02,23.467501,23.514999,23.272499,23.370001,20.936178,113860000
2014-07-03,23.417500,23.525000,23.299999,23.507500,21.059361,91567200
2014-07-07,23.535000,23.997499,23.525000,23.992500,21.493847,225872000
2014-07-08,24.067499,24.200001,23.480000,23.837500,21.354992,260888000
2014-07-09,23.860001,23.987499,23.690001,23.847500,21.363947,145744000
2014-07-10,23.440001,23.887501,23.379999,23.760000,21.285563,158744000
2014-07-11,23.840000,23.972500,23.715000,23.805000,21.325876,136072000
2014-07-14,23.965000,24.222500,23.912500,24.112499,21.601349,171240000
2014-07-15,24.200001,24.212500,23.757500,23.830000,21.348270,181911600
2014-07-16,24.242500,24.275000,23.684999,23.695000,21.227325,213585200
